Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,04,10,16,44,35.16,-848.51,-1520.20,435.30, 57.17,-119.17,14.04, 0.65,0.00e+00,   NaN
2014,04,10,16,44,36.41,-850.32,-1519.40,434.70, 57.20,-119.23,14.02, 0.65,0.00e+00,   NaN
2014,04,10,16,44,37.66,-852.12,-1518.59,434.09, 57.22,-119.30,14.00, 0.64,0.00e+00,   NaN
2014,04,10,16,44,56.41,-879.10,-1506.25,424.99, 57.66,-120.27,13.70, 0.58,0.00e+00,   NaN
2014,04,10,16,45,32.40,-930.12,-1481.31,407.16, 58.48,-122.12,13.10, 0.45,0.00e+00,   NaN
2014,04,10,16,45,33.65,-931.88,-1480.41,406.53, 58.51,-122.19,13.08, 0.45,0.00e+00,   NaN
2014,04,10,16,45,34.90,-933.63,-1479.52,405.90, 58.54,-122.25,13.06, 0.44,0.00e+00,   NaN
2014,04,10,16,45,53.65,-959.77,-1465.81,396.42, 58.96,-123.22,12.75, 0.38,2.04e+03,4.15e+02
2014,04,10,16,46,29.65,-1009.16,-1438.28,377.88, 59.77,-125.06,12.14, 0.26,2.06e+03,4.16e+02
2014,04,10,16,46,30.90,-1010.86,-1437.29,377.23, 59.80,-125.12,12.12, 0.25,1.41e+03,3.61e+02
2014,04,10,16,46,32.15,-1012.55,-1436.31,376.57, 59.83,-125.18,12.09, 0.25,2.85e+03,4.73e+02
2014,04,10,16,46,50.90,-1037.79,-1421.28,366.74, 60.25,-126.14,11.77, 0.19,1.63e+03,3.77e+02
2014,04,10,16,47,26.89,-1085.38,-1391.25,347.56, 61.04,-127.96,11.14, 0.06,2.50e+03,4.47e+02
2014,04,10,16,47,28.14,-1087.01,-1390.17,346.88, 61.07,-128.02,11.12, 0.06,1.37e+03,3.55e+02
2014,04,10,16,47,29.39,-1088.64,-1389.10,346.21, 61.10,-128.09,11.10, 0.06,2.17e+03,4.22e+02
2014,04,10,16,47,48.13,-1112.91,-1372.79,336.05, 61.51,-129.03,10.77,23.99,1.97e+03,4.07e+02
2014,04,10,16,48,24.13,-1158.58,-1340.35,316.28, 62.28,-130.84,10.12,23.87,2.54e+03,4.59e+02
2014,04,10,16,48,25.38,-1160.14,-1339.19,315.58, 62.31,-130.90,10.10,23.87,1.94e+03,4.14e+02
2014,04,10,16,48,26.63,-1161.70,-1338.04,314.89, 62.34,-130.97,10.08,23.86,7.42e+02,3.05e+02
2014,04,10,16,48,45.38,-1184.95,-1320.50,304.44, 62.74,-131.90, 9.74,23.80,2.05e+03,4.28e+02
2014,04,10,16,49,21.38,-1228.59,-1285.72,284.12, 63.50,-133.70, 9.08,23.68,9.56e+02,3.26e+02
2014,04,10,16,49,22.63,-1230.08,-1284.49,283.41, 63.52,-133.76, 9.05,23.68,1.63e+03,3.88e+02
2014,04,10,16,49,23.88,-1231.57,-1283.25,282.70, 63.55,-133.82, 9.03,23.67,2.36e+03,4.46e+02
2014,04,10,16,49,42.63,-1253.72,-1264.53,271.98, 63.94,-134.75, 8.68,23.61,1.19e+03,3.43e+02
2014,04,10,16,50,18.61,-1295.19,-1227.55,251.19, 64.67,-136.54, 8.01,23.49,2.47e+03,4.51e+02
2014,04,10,16,50,19.86,-1296.60,-1226.24,250.47, 64.70,-136.60, 7.99,23.49,2.47e+03,4.51e+02
2014,04,10,16,50,21.11,-1298.01,-1224.93,249.74, 64.72,-136.66, 7.97,23.49,1.73e+03,3.93e+02
2014,04,10,16,50,39.87,-1319.01,-1205.08,238.79, 65.10,-137.58, 7.61,23.42,1.31e+03,3.58e+02
2014,04,10,16,51,15.87,-1358.22,-1165.97,217.57, 65.81,-139.36, 6.93,23.31,1.55e+03,3.87e+02
2014,04,10,16,51,17.11,-1359.56,-1164.58,216.83, 65.84,-139.42, 6.91,23.30,1.61e+03,3.93e+02
2014,04,10,16,51,18.36,-1360.89,-1163.20,216.09, 65.86,-139.48, 6.88,23.30,1.88e+03,4.15e+02
2014,04,10,16,51,37.12,-1380.68,-1142.28,204.93, 66.23,-140.40, 6.52,23.24,8.52e+02,3.27e+02
2014,04,10,16,52,13.11,-1417.51,-1101.18,183.35, 66.91,-142.16, 5.83,23.12,1.69e+03,4.01e+02
2014,04,10,16,52,14.36,-1418.76,-1099.73,182.60, 66.94,-142.22, 5.81,23.12,1.02e+03,3.40e+02
2014,04,10,16,52,15.61,-1420.01,-1098.28,181.85, 66.96,-142.28, 5.78,23.11,1.56e+03,3.90e+02
2014,04,10,16,52,34.35,-1438.54,-1076.35,170.52, 67.31,-143.20, 5.42,23.05,1.37e+03,3.70e+02
2014,04,10,16,53,10.36,-1472.91,-1033.35,148.63, 67.97,-144.95, 4.72,22.93,9.86e+02,3.31e+02
2014,04,10,16,53,11.61,-1474.07,-1031.84,147.87, 67.99,-145.01, 4.70,22.93,1.67e+03,3.94e+02
2014,04,10,16,53,12.86,-1475.24,-1030.32,147.10, 68.02,-145.07, 4.67,22.93,2.15e+03,4.33e+02
2014,04,10,16,53,31.61,-1492.45,-1007.44,135.63, 68.35,-145.98, 4.31,22.87,1.40e+03,3.69e+02
2014,04,10,16,54,7.59,-1524.25,-962.69,113.51, 68.98,-147.72, 3.60,22.75,1.99e+03,4.26e+02
2014,04,10,16,54,8.85,-1525.33,-961.12,112.74, 69.00,-147.78, 3.58,22.75,1.51e+03,3.86e+02
2014,04,10,16,54,10.10,-1526.40,-959.54,111.97, 69.02,-147.85, 3.55,22.74,1.10e+03,3.49e+02
2014,04,10,16,54,28.84,-1542.26,-935.77,100.38, 69.34,-148.75, 3.19,22.68,1.42e+03,3.83e+02
2014,04,10,16,55,4.84,-1571.42,-889.39, 78.07, 69.94,-150.49, 2.48,22.57,1.71e+03,4.04e+02
2014,04,10,16,55,6.09,-1572.40,-887.76, 77.30, 69.96,-150.55, 2.45,22.56,1.30e+03,3.68e+02
2014,04,10,16,55,7.34,-1573.38,-886.13, 76.52, 69.98,-150.61, 2.43,22.56,1.72e+03,4.04e+02
2014,04,10,16,55,26.09,-1587.84,-861.54, 64.86, 70.28,-151.52, 2.06,22.50,1.32e+03,3.67e+02
2014,04,10,16,56,2.09,-1614.29,-813.63, 42.42, 70.84,-153.25, 1.34,22.38,6.40e+02,2.96e+02
2014,04,10,16,56,3.34,-1615.18,-811.95, 41.64, 70.86,-153.31, 1.32,22.38,9.16e+02,3.26e+02
2014,04,10,16,56,4.59,-1616.06,-810.27, 40.86, 70.88,-153.37, 1.29,22.38,1.33e+03,3.67e+02
2014,04,10,16,56,23.34,-1629.08,-784.94, 29.15, 71.16,-154.27, 0.92,22.32,1.22e+03,3.52e+02
2014,04,10,16,56,59.33,-1652.74,-735.67,  6.66, 71.69,-156.01, 0.21,22.20,1.33e+03,3.68e+02
2014,04,10,16,57,0.57,-1653.53,-733.95,  5.88, 71.71,-156.07, 0.19,22.20,1.47e+03,3.81e+02
2014,04,10,16,57,1.83,-1654.31,-732.22,  5.10, 71.72,-156.13, 0.16,22.19,9.81e+02,3.35e+02
2014,04,10,16,57,20.57,-1665.87,-706.21, -6.62, 71.99,-157.03,-0.21,22.13,9.84e+02,3.36e+02
2014,04,10,16,57,56.58,-1686.68,-655.69,-29.12, 72.48,-158.76,-0.92,22.02,1.28e+03,3.63e+02
