Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,01,16,19,19,22.68,1638.35,-471.55,-490.91, 36.73,-16.06,-16.06,11.42,0.00e+00,   NaN
2014,01,16,19,19,23.93,1637.94,-473.52,-490.31, 36.71,-16.12,-16.04,11.42,0.00e+00,   NaN
2014,01,16,19,19,42.68,1631.44,-503.03,-481.33, 36.38,-17.14,-15.75,11.35,0.00e+00,   NaN
2014,01,16,19,19,43.93,1630.98,-504.99,-480.73, 36.36,-17.20,-15.73,11.35,0.00e+00,   NaN
2014,01,16,19,20,2.67,1623.95,-534.32,-471.59, 36.04,-18.21,-15.42,11.28,0.00e+00,5.02e+02
2014,01,16,19,20,3.92,1623.46,-536.27,-470.98, 36.02,-18.28,-15.40,11.28,5.39e+02,5.90e+02
2014,01,16,19,20,22.67,1615.88,-565.43,-461.68, 35.71,-19.29,-15.09,11.21,0.00e+00,5.25e+02
2014,01,16,19,20,23.92,1615.36,-567.37,-461.06, 35.69,-19.35,-15.07,11.20,0.00e+00,5.71e+02
2014,01,16,19,20,42.67,1607.24,-596.35,-451.61, 35.40,-20.36,-14.76,11.14,5.15e+01,5.93e+02
2014,01,16,19,20,43.92,1606.68,-598.27,-450.98, 35.38,-20.42,-14.74,11.13,0.00e+00,5.45e+02
2014,01,16,19,21,2.67,1598.03,-627.05,-441.38, 35.09,-21.42,-14.42,11.07,0.00e+00,5.82e+02
2014,01,16,19,21,3.92,1597.44,-628.96,-440.74, 35.07,-21.49,-14.40,11.06,0.00e+00,5.65e+02
2014,01,16,19,21,22.67,1588.26,-657.53,-430.99, 34.79,-22.49,-14.08,10.99,0.00e+00,5.61e+02
2014,01,16,19,21,23.92,1587.63,-659.43,-430.34, 34.78,-22.56,-14.05,10.99,0.00e+00,5.57e+02
2014,01,16,19,21,42.67,1577.92,-687.78,-420.46, 34.51,-23.55,-13.73,10.92,0.00e+00,5.82e+02
2014,01,16,19,21,43.92,1577.26,-689.67,-419.79, 34.49,-23.62,-13.70,10.92,0.00e+00,5.60e+02
2014,01,16,19,22,2.66,1567.03,-717.78,-409.77, 34.24,-24.61,-13.37,10.85,0.00e+00,5.85e+02
2014,01,16,19,22,3.91,1566.33,-719.64,-409.10, 34.22,-24.68,-13.35,10.85,0.00e+00,5.46e+02
2014,01,16,19,22,22.66,1555.58,-747.53,-398.94, 33.98,-25.67,-13.02,10.78,0.00e+00,5.83e+02
2014,01,16,19,22,23.91,1554.84,-749.38,-398.26, 33.96,-25.73,-12.99,10.78,0.00e+00,5.50e+02
2014,01,16,19,22,42.66,1543.57,-777.01,-387.97, 33.73,-26.72,-12.65,10.71,0.00e+00,6.22e+02
2014,01,16,19,22,43.91,1542.80,-778.85,-387.28, 33.71,-26.79,-12.63,10.71,0.00e+00,6.04e+02
2014,01,16,19,23,2.65,1531.03,-806.21,-376.87, 33.49,-27.77,-12.29,10.64,0.00e+00,5.64e+02
2014,01,16,19,23,3.90,1530.22,-808.03,-376.17, 33.47,-27.84,-12.26,10.64,0.00e+00,5.67e+02
