Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2014,03,06,01,34,23.27,1161.02,-1237.67,507.92, 33.98,-46.83,16.66, 0.53,2.00e+04,2.40e+03
2014,03,06,01,34,24.52,1159.67,-1239.20,507.40, 34.02,-46.90,16.64, 0.53,2.03e+04,2.42e+03
2014,03,06,01,34,25.77,1158.33,-1240.73,506.88, 34.06,-46.97,16.63, 0.52,2.27e+04,2.55e+03
2014,03,06,01,35,4.77,1115.45,-1287.60,490.24, 35.30,-49.10,16.05, 0.38,2.65e+04,2.76e+03
2014,03,06,01,35,20.51,1097.71,-1306.03,483.34, 35.82,-49.95,15.82, 0.32,2.04e+04,2.42e+03
2014,03,06,01,35,21.76,1096.29,-1307.48,482.79, 35.86,-50.02,15.80, 0.32,2.30e+04,2.57e+03
2014,03,06,01,35,23.01,1094.87,-1308.93,482.23, 35.90,-50.09,15.78, 0.31,2.33e+04,2.59e+03
2014,03,06,01,36,2.01,1049.81,-1353.24,464.64, 37.21,-52.20,15.18, 0.17,2.24e+04,2.54e+03
2014,03,06,01,36,17.76,1031.20,-1370.62,457.36, 37.75,-53.04,14.93, 0.11,1.87e+04,2.32e+03
2014,03,06,01,36,19.01,1029.72,-1371.99,456.77, 37.80,-53.11,14.91, 0.11,2.28e+04,2.56e+03
2014,03,06,01,36,20.26,1028.23,-1373.36,456.19, 37.84,-53.18,14.89, 0.11,2.39e+04,2.63e+03
2014,03,06,01,36,59.26,981.12,-1414.98,437.69, 39.21,-55.26,14.26,23.97,2.31e+04,2.58e+03
2014,03,06,01,37,15.00,961.73,-1431.25,430.06, 39.77,-56.10,14.00,23.91,2.05e+04,2.43e+03
2014,03,06,01,37,16.25,960.18,-1432.53,429.45, 39.82,-56.17,13.98,23.91,2.25e+04,2.55e+03
2014,03,06,01,37,17.50,958.63,-1433.80,428.84, 39.86,-56.23,13.96,23.90,1.75e+04,2.25e+03
2014,03,06,01,37,56.50,909.62,-1472.64,409.50, 41.29,-58.30,13.31,23.76,2.26e+04,2.56e+03
2014,03,06,01,38,12.25,889.48,-1487.76,401.53, 41.88,-59.13,13.04,23.71,2.17e+04,2.51e+03
2014,03,06,01,38,13.50,887.87,-1488.95,400.89, 41.93,-59.19,13.02,23.70,2.43e+04,2.66e+03
2014,03,06,01,38,14.75,886.26,-1490.14,400.26, 41.97,-59.26,13.00,23.70,2.11e+04,2.47e+03
2014,03,06,01,38,53.75,835.49,-1526.07,380.13, 43.45,-61.30,12.32,23.56,2.17e+04,2.51e+03
2014,03,06,01,39,9.49,814.68,-1540.01,371.86, 44.06,-62.12,12.05,23.51,2.03e+04,2.43e+03
2014,03,06,01,39,10.74,813.02,-1541.10,371.20, 44.11,-62.19,12.03,23.50,2.15e+04,2.50e+03
2014,03,06,01,39,11.99,811.36,-1542.19,370.54, 44.16,-62.25,12.00,23.50,1.91e+04,2.36e+03
2014,03,06,01,39,50.99,758.99,-1575.14,349.68, 45.69,-64.27,11.31,23.36,2.00e+04,2.42e+03
2014,03,06,01,40,6.73,737.56,-1587.85,341.13, 46.31,-65.08,11.03,23.31,1.86e+04,2.33e+03
2014,03,06,01,40,7.98,735.85,-1588.84,340.44, 46.36,-65.15,11.00,23.31,2.04e+04,2.44e+03
