Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,03,14,20,16,21.94,1749.38,230.45,-316.21, 55.20, 7.50,-10.16,11.27,2.33e+03,1.60e+02
2014,03,14,20,16,23.19,1749.74,228.53,-315.50, 55.18, 7.44,-10.14,11.27,1.62e+03,1.33e+02
2014,03,14,20,16,24.44,1750.09,226.62,-314.80, 55.16, 7.38,-10.11,11.26,1.77e+03,1.39e+02
2014,03,14,20,16,36.94,1753.53,207.43,-307.70, 54.96, 6.75,-9.89,11.22,1.86e+03,1.42e+02
2014,03,14,20,17,19.19,1763.40,142.38,-283.44, 54.30, 4.62,-9.10,11.08,1.78e+03,1.39e+02
2014,03,14,20,17,20.44,1763.65,140.46,-282.71, 54.28, 4.55,-9.08,11.07,2.00e+03,1.48e+02
2014,03,14,20,17,21.69,1763.90,138.53,-281.99, 54.26, 4.49,-9.06,11.07,1.90e+03,1.44e+02
2014,03,14,20,17,34.19,1766.25,119.23,-274.72, 54.06, 3.86,-8.82,11.03,2.30e+03,1.58e+02
2014,03,14,20,18,16.43,1772.46, 53.93,-249.88, 53.40, 1.74,-8.02,10.89,2.26e+03,1.57e+02
2014,03,14,20,18,17.68,1772.60, 52.00,-249.14, 53.38, 1.68,-8.00,10.88,2.23e+03,1.56e+02
2014,03,14,20,18,18.93,1772.74, 50.07,-248.40, 53.36, 1.62,-7.97,10.88,2.11e+03,1.52e+02
2014,03,14,20,18,31.43,1774.01, 30.72,-240.97, 53.17, 0.99,-7.73,10.84,1.88e+03,1.43e+02
2014,03,14,20,19,13.67,1776.54,-34.67,-215.62, 52.52,-1.12,-6.92,10.70,2.41e+03,1.62e+02
2014,03,14,20,19,14.92,1776.58,-36.60,-214.87, 52.50,-1.18,-6.89,10.69,2.40e+03,1.62e+02
2014,03,14,20,19,16.17,1776.61,-38.54,-214.11, 52.48,-1.24,-6.87,10.69,2.30e+03,1.59e+02
2014,03,14,20,19,28.67,1776.78,-57.88,-206.54, 52.28,-1.87,-6.63,10.65,2.37e+03,1.61e+02
2014,03,14,20,20,10.92,1775.62,-123.19,-180.75, 51.64,-3.97,-5.80,10.51,2.26e+03,1.58e+02
2014,03,14,20,20,12.17,1775.54,-125.12,-179.98, 51.62,-4.03,-5.77,10.50,2.24e+03,1.57e+02
2014,03,14,20,20,13.42,1775.46,-127.05,-179.22, 51.60,-4.09,-5.75,10.50,1.94e+03,1.46e+02
2014,03,14,20,20,25.92,1774.55,-146.33,-171.53, 51.41,-4.71,-5.50,10.46,2.15e+03,1.54e+02
2014,03,14,20,21,8.16,1769.69,-211.34,-145.38, 50.78,-6.81,-4.66,10.32,2.52e+03,1.66e+02
2014,03,14,20,21,9.41,1769.50,-213.26,-144.60, 50.76,-6.87,-4.64,10.31,2.33e+03,1.60e+02
2014,03,14,20,21,10.66,1769.31,-215.18,-143.82, 50.74,-6.93,-4.61,10.31,2.13e+03,1.53e+02
2014,03,14,20,21,23.16,1767.31,-234.36,-136.04, 50.56,-7.55,-4.36,10.27,2.39e+03,1.62e+02
2014,03,14,20,22,5.41,1758.76,-298.92,-109.59, 49.94,-9.65,-3.52,10.13,2.28e+03,1.58e+02
2014,03,14,20,22,6.66,1758.46,-300.82,-108.81, 49.92,-9.71,-3.49,10.13,2.33e+03,1.60e+02
2014,03,14,20,22,7.91,1758.17,-302.72,-108.02, 49.90,-9.77,-3.46,10.12,2.18e+03,1.55e+02
2014,03,14,20,22,20.41,1755.07,-321.73,-100.16, 49.72,-10.39,-3.21,10.08,2.13e+03,1.53e+02
2014,03,14,20,23,2.65,1742.85,-385.63,-73.50, 49.12,-12.48,-2.36, 9.94,2.26e+03,1.58e+02
2014,03,14,20,23,3.90,1742.45,-387.51,-72.71, 49.10,-12.54,-2.33, 9.94,2.58e+03,1.68e+02
2014,03,14,20,23,5.15,1742.04,-389.40,-71.92, 49.08,-12.60,-2.31, 9.93,2.30e+03,1.59e+02
2014,03,14,20,23,17.65,1737.87,-408.19,-64.00, 48.91,-13.22,-2.05, 9.89,2.30e+03,1.59e+02
2014,03,14,20,23,59.90,1722.01,-471.27,-37.19, 48.32,-15.31,-1.19, 9.75,2.36e+03,1.61e+02
2014,03,14,20,24,1.15,1721.50,-473.12,-36.40, 48.30,-15.37,-1.17, 9.75,1.99e+03,1.48e+02
2014,03,14,20,24,2.40,1720.99,-474.98,-35.60, 48.28,-15.43,-1.14, 9.75,2.33e+03,1.60e+02
2014,03,14,20,24,14.90,1715.74,-493.49,-27.66, 48.11,-16.05,-0.89, 9.71,2.40e+03,1.63e+02
2014,03,14,20,24,57.14,1696.29,-555.55, -0.79, 47.54,-18.13,-0.03, 9.57,2.18e+03,1.55e+02
2014,03,14,20,24,58.39,1695.67,-557.38,  0.01, 47.53,-18.20, 0.00, 9.56,2.47e+03,1.65e+02
2014,03,14,20,24,59.64,1695.05,-559.20,  0.81, 47.51,-18.26, 0.03, 9.56,2.23e+03,1.57e+02
2014,03,14,20,25,12.14,1688.75,-577.39,  8.76, 47.35,-18.88, 0.28, 9.52,2.49e+03,1.66e+02
2014,03,14,20,25,54.38,1665.75,-638.26, 35.63, 46.80,-20.97, 1.14, 9.38,2.60e+03,1.69e+02
2014,03,14,20,25,55.63,1665.03,-640.05, 36.42, 46.78,-21.03, 1.17, 9.38,2.33e+03,1.60e+02
2014,03,14,20,25,56.88,1664.30,-641.83, 37.21, 46.76,-21.09, 1.20, 9.37,2.81e+03,1.76e+02
2014,03,14,20,26,9.38,1656.96,-659.64, 45.16, 46.60,-21.71, 1.45, 9.33,2.64e+03,1.71e+02
2014,03,14,20,26,51.63,1630.46,-719.16, 71.94, 46.08,-23.80, 2.31, 9.19,2.42e+03,1.64e+02
2014,03,14,20,26,52.88,1629.64,-720.91, 72.74, 46.06,-23.86, 2.34, 9.19,2.41e+03,1.63e+02
2014,03,14,20,26,54.13,1628.82,-722.65, 73.53, 46.04,-23.93, 2.36, 9.18,2.53e+03,1.67e+02
2014,03,14,20,27,6.63,1620.45,-740.03, 81.43, 45.89,-24.55, 2.62, 9.14,2.51e+03,1.67e+02
2014,03,14,20,27,48.87,1590.55,-798.00,108.05, 45.39,-26.64, 3.47, 9.00,2.61e+03,1.70e+02
2014,03,14,20,27,50.12,1589.62,-799.70,108.84, 45.37,-26.71, 3.50, 9.00,2.34e+03,1.61e+02
2014,03,14,20,27,51.37,1588.70,-801.40,109.62, 45.36,-26.77, 3.53, 9.00,2.48e+03,1.66e+02
2014,03,14,20,28,3.87,1579.33,-818.30,117.47, 45.21,-27.39, 3.78, 8.95,2.67e+03,1.72e+02
2014,03,14,20,28,46.12,1546.09,-874.58,143.86, 44.73,-29.50, 4.63, 8.82,2.57e+03,1.69e+02
2014,03,14,20,28,47.37,1545.07,-876.23,144.64, 44.71,-29.56, 4.66, 8.81,2.37e+03,1.62e+02
2014,03,14,20,28,48.62,1544.05,-877.87,145.42, 44.70,-29.62, 4.68, 8.81,2.92e+03,1.80e+02
2014,03,14,20,29,1.12,1533.71,-894.24,153.18, 44.56,-30.24, 4.93, 8.77,2.58e+03,1.69e+02
2014,03,14,20,29,43.36,1497.23,-948.65,179.26, 44.11,-32.36, 5.78, 8.63,2.39e+03,1.63e+02
2014,03,14,20,29,44.61,1496.11,-950.24,180.03, 44.09,-32.42, 5.80, 8.62,2.38e+03,1.62e+02
