Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,04,13,17,37,15.84,-1595.87,-641.80,410.03, 30.89,-158.09,13.41, 0.52,0.00e+00,   NaN
2014,04,13,17,37,17.09,-1596.78,-640.03,409.40, 30.92,-158.16,13.39, 0.51,0.00e+00,   NaN
2014,04,13,17,37,18.34,-1597.69,-638.26,408.77, 30.95,-158.22,13.37, 0.51,0.00e+00,   NaN
2014,04,13,17,37,37.09,-1611.02,-611.58,399.23, 31.44,-159.21,13.04, 0.44,0.00e+00,   NaN
2014,04,13,17,38,13.08,-1635.19,-559.86,380.57, 32.38,-161.10,12.42, 0.32,0.00e+00,   NaN
2014,04,13,17,38,14.33,-1635.99,-558.05,379.91, 32.41,-161.17,12.40, 0.31,0.00e+00,   NaN
2014,04,13,17,38,15.58,-1636.79,-556.24,379.26, 32.44,-161.23,12.37, 0.31,0.00e+00,   NaN
2014,04,13,17,38,34.33,-1648.57,-529.01,369.35, 32.93,-162.21,12.04, 0.24,6.54e+03,6.75e+02
2014,04,13,17,39,10.33,-1669.74,-476.27,350.00, 33.86,-164.08,11.40, 0.12,5.76e+03,6.41e+02
2014,04,13,17,39,11.58,-1670.44,-474.43,349.32, 33.89,-164.14,11.37, 0.12,7.25e+03,7.12e+02
2014,04,13,17,39,12.83,-1671.14,-472.59,348.64, 33.92,-164.21,11.35, 0.11,5.95e+03,6.51e+02
2014,04,13,17,39,31.58,-1681.33,-444.88,338.39, 34.41,-165.18,11.01, 0.05,5.05e+03,6.05e+02
2014,04,13,17,40,7.57,-1699.43,-391.32,318.41, 35.33,-167.03,10.35,23.92,5.76e+03,6.48e+02
2014,04,13,17,40,8.82,-1700.02,-389.45,317.71, 35.36,-167.10,10.32,23.92,5.56e+03,6.38e+02
2014,04,13,17,40,10.07,-1700.62,-387.58,317.01, 35.40,-167.16,10.30,23.92,5.56e+03,6.39e+02
2014,04,13,17,40,28.82,-1709.20,-359.47,306.45, 35.88,-168.12, 9.95,23.85,4.29e+03,5.74e+02
2014,04,13,17,41,4.81,-1724.19,-305.22,285.91, 36.79,-169.96, 9.27,23.73,4.53e+03,5.85e+02
2014,04,13,17,41,6.06,-1724.68,-303.33,285.19, 36.82,-170.03, 9.25,23.72,5.19e+03,6.21e+02
2014,04,13,17,41,7.31,-1725.16,-301.44,284.47, 36.85,-170.09, 9.23,23.72,4.80e+03,6.00e+02
2014,04,13,17,41,26.06,-1732.12,-273.02,273.63, 37.33,-171.04, 8.87,23.66,5.10e+03,6.14e+02
2014,04,13,17,42,2.06,-1743.97,-218.23,252.58, 38.23,-172.87, 8.18,23.54,5.04e+03,6.14e+02
2014,04,13,17,42,3.31,-1744.35,-216.32,251.84, 38.26,-172.93, 8.15,23.53,4.97e+03,6.10e+02
2014,04,13,17,42,4.56,-1744.72,-214.41,251.11, 38.29,-172.99, 8.13,23.53,4.77e+03,5.99e+02
2014,04,13,17,42,23.31,-1750.03,-185.76,240.02, 38.76,-173.94, 7.77,23.46,4.77e+03,6.02e+02
2014,04,13,17,42,59.30,-1758.71,-130.62,218.53, 39.64,-175.75, 7.06,23.34,4.73e+03,6.00e+02
2014,04,13,17,43,0.55,-1758.98,-128.70,217.78, 39.67,-175.82, 7.04,23.34,5.06e+03,6.18e+02
2014,04,13,17,43,1.80,-1759.24,-126.78,217.02, 39.70,-175.88, 7.01,23.34,4.39e+03,5.81e+02
2014,04,13,17,43,20.55,-1762.90,-97.98,205.72, 40.16,-176.82, 6.65,23.27,3.88e+03,5.50e+02
2014,04,13,17,43,56.55,-1768.39,-42.62,183.84, 41.03,-178.62, 5.93,23.15,2.92e+03,4.85e+02
2014,04,13,17,43,57.80,-1768.55,-40.69,183.08, 41.06,-178.68, 5.91,23.15,5.06e+03,6.14e+02
2014,04,13,17,43,59.05,-1768.70,-38.77,182.31, 41.09,-178.74, 5.88,23.14,3.79e+03,5.41e+02
2014,04,13,17,44,17.80,-1770.69, -9.91,170.83, 41.54,-179.68, 5.51,23.08,3.33e+03,5.11e+02
2014,04,13,17,44,53.79,-1772.99, 45.49,148.64, 42.39,178.53, 4.79,22.96,4.37e+03,5.81e+02
2014,04,13,17,44,55.04,-1773.03, 47.41,147.86, 42.42,178.47, 4.77,22.96,3.70e+03,5.41e+02
2014,04,13,17,44,56.29,-1773.08, 49.34,147.09, 42.45,178.41, 4.74,22.96,3.09e+03,5.03e+02
2014,04,13,17,45,15.04,-1773.40, 78.18,135.45, 42.89,177.48, 4.36,22.89,4.00e+03,5.65e+02
2014,04,13,17,45,51.04,-1772.51,133.48,113.00, 43.72,175.69, 3.64,22.78,4.35e+03,5.86e+02
2014,04,13,17,45,52.29,-1772.44,135.40,112.22, 43.75,175.63, 3.61,22.77,4.09e+03,5.71e+02
2014,04,13,17,45,53.54,-1772.37,137.32,111.44, 43.77,175.57, 3.59,22.77,2.67e+03,4.80e+02
2014,04,13,17,46,12.29,-1771.04,166.06, 99.69, 44.20,174.64, 3.21,22.71,3.41e+03,5.29e+02
2014,04,13,17,46,48.28,-1766.96,221.08, 77.05, 45.01,172.87, 2.48,22.59,2.84e+03,4.97e+02
2014,04,13,17,46,49.53,-1766.79,222.98, 76.27, 45.03,172.81, 2.45,22.58,3.66e+03,5.49e+02
2014,04,13,17,46,50.78,-1766.61,224.89, 75.48, 45.06,172.75, 2.43,22.58,3.11e+03,5.15e+02
2014,04,13,17,47,9.53,-1763.62,253.45, 63.65, 45.48,171.82, 2.05,22.52,2.97e+03,5.08e+02
2014,04,13,17,47,45.52,-1756.38,308.04, 40.89, 46.26,170.05, 1.31,22.40,2.46e+03,4.69e+02
2014,04,13,17,47,46.77,-1756.09,309.93, 40.10, 46.28,169.99, 1.29,22.40,4.92e+03,6.20e+02
2014,04,13,17,47,48.02,-1755.80,311.82, 39.30, 46.31,169.93, 1.26,22.39,2.60e+03,4.78e+02
