Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,04,10,02,42,33.91,1107.31,1363.70,-254.34, 37.56,50.92,-8.24,11.51,0.00e+00,   NaN
2014,04,10,02,42,35.16,1108.87,1362.53,-253.59, 37.53,50.86,-8.21,11.51,0.00e+00,   NaN
2014,04,10,02,42,36.41,1110.44,1361.36,-252.84, 37.50,50.80,-8.19,11.50,0.00e+00,   NaN
2014,04,10,02,42,55.16,1133.68,1343.55,-241.57, 37.06,49.84,-7.82,11.44,0.00e+00,   NaN
2014,04,10,02,43,31.15,1177.30,1308.21,-219.72, 36.22,48.01,-7.12,11.32,0.00e+00,   NaN
2014,04,10,02,43,32.40,1178.79,1306.95,-218.96, 36.19,47.95,-7.09,11.32,0.00e+00,   NaN
2014,04,10,02,43,33.65,1180.28,1305.70,-218.19, 36.16,47.89,-7.07,11.31,0.00e+00,   NaN
2014,04,10,02,43,52.40,1202.43,1286.64,-206.70, 35.73,46.94,-6.69,11.25,0.00e+00,4.74e+02
2014,04,10,02,44,28.39,1243.88,1248.93,-184.47, 34.91,45.12,-5.97,11.13,0.00e+00,4.64e+02
2014,04,10,02,44,29.64,1245.29,1247.60,-183.69, 34.89,45.05,-5.95,11.12,1.01e+02,5.03e+02
2014,04,10,02,44,30.89,1246.71,1246.26,-182.92, 34.86,44.99,-5.92,11.12,0.00e+00,4.49e+02
2014,04,10,02,44,49.64,1267.69,1225.99,-171.24, 34.44,44.04,-5.55,11.06,1.16e+02,5.10e+02
2014,04,10,02,45,25.64,1306.87,1186.02,-148.68, 33.66,42.22,-4.82,10.93,2.10e+02,5.35e+02
2014,04,10,02,45,26.89,1308.20,1184.61,-147.90, 33.63,42.16,-4.79,10.93,0.00e+00,5.07e+02
2014,04,10,02,45,28.14,1309.53,1183.19,-147.11, 33.60,42.10,-4.76,10.93,0.00e+00,5.08e+02
2014,04,10,02,45,46.89,1329.29,1161.78,-135.28, 33.20,41.15,-4.38,10.86,9.00e+00,5.13e+02
2014,04,10,02,46,22.88,1366.04,1119.67,-112.47, 32.45,39.34,-3.64,10.74,9.73e+02,5.45e+02
2014,04,10,02,46,24.13,1367.29,1118.18,-111.68, 32.43,39.28,-3.62,10.74,4.80e+02,5.16e+02
2014,04,10,02,46,25.38,1368.54,1116.70,-110.88, 32.40,39.21,-3.59,10.73,2.97e+02,5.05e+02
2014,04,10,02,46,44.13,1387.01,1094.20,-98.94, 32.02,38.27,-3.21,10.67,0.00e+00,5.52e+02
2014,04,10,02,47,20.13,1421.25,1050.05,-75.93, 31.30,36.46,-2.46,10.55,6.89e+02,5.71e+02
2014,04,10,02,47,21.38,1422.41,1048.49,-75.13, 31.28,36.39,-2.43,10.55,0.00e+00,5.10e+02
2014,04,10,02,47,22.63,1423.57,1046.94,-74.33, 31.26,36.33,-2.41,10.54,0.00e+00,5.29e+02
2014,04,10,02,47,41.38,1440.69,1023.42,-62.30, 30.89,35.39,-2.02,10.48,0.00e+00,5.17e+02
2014,04,10,02,48,17.37,1472.30,977.37,-39.17, 30.22,33.58,-1.27,10.36,0.00e+00,5.23e+02
2014,04,10,02,48,18.62,1473.37,975.75,-38.37, 30.19,33.51,-1.24,10.36,0.00e+00,5.26e+02
2014,04,10,02,48,19.87,1474.43,974.13,-37.56, 30.17,33.45,-1.22,10.35,0.00e+00,5.23e+02
2014,04,10,02,48,38.62,1490.17,949.66,-25.49, 29.83,32.51,-0.83,10.29,0.00e+00,5.68e+02
2014,04,10,02,49,14.62,1519.06,901.83, -2.30, 29.19,30.70,-0.07,10.17,1.54e+02,5.59e+02
2014,04,10,02,49,15.87,1520.03,900.15, -1.49, 29.17,30.63,-0.05,10.16,0.00e+00,5.44e+02
2014,04,10,02,49,17.12,1521.00,898.47, -0.68, 29.15,30.57,-0.02,10.16,0.00e+00,5.44e+02
2014,04,10,02,49,35.87,1535.29,873.10, 11.40, 28.82,29.63, 0.37,10.10,0.00e+00,5.25e+02
2014,04,10,02,50,11.86,1561.36,823.65, 34.58, 28.23,27.81, 1.12, 9.98,0.00e+00,4.98e+02
2014,04,10,02,50,13.11,1562.23,821.92, 35.38, 28.21,27.75, 1.15, 9.97,1.60e+02,5.69e+02
2014,04,10,02,50,14.36,1563.10,820.18, 36.19, 28.19,27.69, 1.17, 9.97,0.00e+00,5.25e+02
2014,04,10,02,50,33.11,1575.91,794.00, 48.25, 27.89,26.74, 1.57, 9.91,0.00e+00,5.56e+02
2014,04,10,02,51,9.10,1599.08,743.06, 71.35, 27.34,24.92, 2.32, 9.79,0.00e+00,5.39e+02
2014,04,10,02,51,10.35,1599.85,741.27, 72.15, 27.32,24.86, 2.34, 9.78,6.09e+02,5.89e+02
2014,04,10,02,51,11.60,1600.62,739.49, 72.95, 27.30,24.80, 2.37, 9.78,2.32e+02,5.67e+02
2014,04,10,02,51,30.35,1611.90,712.57, 84.95, 27.02,23.85, 2.76, 9.71,9.92e+02,6.10e+02
2014,04,10,02,52,6.35,1632.11,660.27,107.92, 26.51,22.03, 3.51, 9.59,6.00e+02,5.99e+02
2014,04,10,02,52,7.60,1632.78,658.44,108.72, 26.50,21.96, 3.53, 9.59,0.00e+00,5.57e+02
2014,04,10,02,52,8.85,1633.45,656.61,109.51, 26.48,21.90, 3.56, 9.58,0.00e+00,5.31e+02
2014,04,10,02,52,27.60,1643.15,629.03,121.42, 26.23,20.95, 3.95, 9.52,0.00e+00,5.86e+02
2014,04,10,02,53,3.59,1660.33,575.55,144.17, 25.76,19.12, 4.69, 9.40,0.00e+00,5.73e+02
2014,04,10,02,53,4.84,1660.89,573.68,144.96, 25.75,19.06, 4.72, 9.40,0.00e+00,5.83e+02
2014,04,10,02,53,6.09,1661.45,571.81,145.74, 25.73,18.99, 4.74, 9.39,0.00e+00,5.97e+02
2014,04,10,02,53,24.84,1669.57,543.65,157.52, 25.50,18.04, 5.13, 9.33,0.00e+00,5.99e+02
2014,04,10,02,54,0.84,1683.66,489.12,180.00, 25.08,16.20, 5.86, 9.21,2.94e+01,6.65e+02
2014,04,10,02,54,2.09,1684.11,487.21,180.78, 25.07,16.14, 5.89, 9.20,0.00e+00,6.62e+02
