Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,02,13,17,40,3.34,1734.84, 78.83,-405.91, 46.04, 2.60,-13.16,11.32,0.00e+00,   NaN
2014,02,13,17,40,4.59,1735.07, 76.86,-405.26, 46.03, 2.54,-13.13,11.31,0.00e+00,   NaN
2014,02,13,17,40,5.84,1735.29, 74.90,-404.61, 46.01, 2.47,-13.11,11.31,0.00e+00,   NaN
2014,02,13,17,40,24.59,1738.33, 45.38,-394.74, 45.77, 1.50,-12.79,11.24,0.00e+00,   NaN
2014,02,13,17,41,0.58,1742.69,-11.32,-375.46, 45.31,-0.37,-12.16,11.12,0.00e+00,   NaN
2014,02,13,17,41,1.83,1742.80,-13.29,-374.78, 45.30,-0.44,-12.14,11.11,0.00e+00,   NaN
2014,02,13,17,41,3.08,1742.92,-15.26,-374.11, 45.28,-0.50,-12.11,11.11,0.00e+00,   NaN
2014,02,13,17,41,21.83,1744.34,-44.79,-363.88, 45.05,-1.47,-11.78,11.05,1.64e+02,5.35e+02
2014,02,13,17,41,57.83,1745.56,-101.45,-343.94, 44.62,-3.33,-11.13,10.92,0.00e+00,5.11e+02
2014,02,13,17,41,59.08,1745.57,-103.42,-343.24, 44.60,-3.39,-11.11,10.92,1.37e+02,5.39e+02
2014,02,13,17,42,0.33,1745.58,-105.38,-342.54, 44.59,-3.45,-11.08,10.91,0.00e+00,4.61e+02
2014,02,13,17,42,19.08,1745.36,-134.85,-331.98, 44.37,-4.42,-10.74,10.85,2.56e+02,5.34e+02
2014,02,13,17,42,55.07,1743.46,-191.28,-311.44, 43.96,-6.26,-10.07,10.73,0.00e+00,4.95e+02
2014,02,13,17,42,56.32,1743.36,-193.24,-310.72, 43.94,-6.32,-10.05,10.72,0.00e+00,4.80e+02
2014,02,13,17,42,57.57,1743.25,-195.19,-310.00, 43.93,-6.39,-10.02,10.72,0.00e+00,4.76e+02
2014,02,13,17,43,16.32,1741.41,-224.50,-299.15, 43.72,-7.35,-9.67,10.65,1.84e+02,5.42e+02
2014,02,13,17,43,52.31,1736.37,-280.56,-278.06, 43.34,-9.18,-8.98,10.53,0.00e+00,5.13e+02
2014,02,13,17,43,53.56,1736.16,-282.50,-277.33, 43.32,-9.24,-8.96,10.53,0.00e+00,5.24e+02
2014,02,13,17,43,54.81,1735.95,-284.44,-276.59, 43.31,-9.31,-8.94,10.52,0.00e+00,5.21e+02
2014,02,13,17,44,13.56,1732.48,-313.52,-265.46, 43.12,-10.26,-8.57,10.46,0.00e+00,5.36e+02
2014,02,13,17,44,49.56,1724.32,-369.06,-243.88, 42.76,-12.08,-7.87,10.34,0.00e+00,5.46e+02
2014,02,13,17,44,50.81,1724.00,-370.98,-243.13, 42.74,-12.14,-7.85,10.34,1.50e+02,5.64e+02
2014,02,13,17,44,52.06,1723.68,-372.90,-242.38, 42.73,-12.21,-7.83,10.33,0.00e+00,5.39e+02
2014,02,13,17,45,10.81,1718.59,-401.65,-231.02, 42.55,-13.15,-7.46,10.27,0.00e+00,5.04e+02
2014,02,13,17,45,46.80,1707.33,-456.48,-209.02, 42.22,-14.97,-6.74,10.15,3.53e+02,5.63e+02
2014,02,13,17,45,48.05,1706.91,-458.38,-208.25, 42.21,-15.03,-6.72,10.14,0.00e+00,5.31e+02
2014,02,13,17,45,49.30,1706.48,-460.27,-207.48, 42.20,-15.09,-6.70,10.14,0.00e+00,5.39e+02
2014,02,13,17,46,8.05,1699.78,-488.62,-195.91, 42.03,-16.04,-6.32,10.08,0.00e+00,5.51e+02
2014,02,13,17,46,44.05,1685.45,-542.62,-173.54, 41.73,-17.85,-5.60, 9.96,5.34e+00,5.57e+02
2014,02,13,17,46,45.30,1684.92,-544.48,-172.76, 41.71,-17.91,-5.57, 9.95,1.39e+02,5.64e+02
2014,02,13,17,46,46.55,1684.38,-546.34,-171.98, 41.70,-17.97,-5.55, 9.95,1.16e+03,6.18e+02
2014,02,13,17,47,5.30,1676.09,-574.20,-160.25, 41.55,-18.91,-5.17, 9.89,6.15e+02,6.01e+02
2014,02,13,17,47,41.29,1658.74,-627.18,-137.58, 41.28,-20.71,-4.44, 9.77,0.00e+00,5.57e+02
2014,02,13,17,47,42.54,1658.10,-629.01,-136.79, 41.27,-20.77,-4.41, 9.76,0.00e+00,4.80e+02
2014,02,13,17,47,43.79,1657.46,-630.83,-136.00, 41.26,-20.84,-4.39, 9.76,3.01e+02,5.86e+02
2014,02,13,17,48,2.54,1647.60,-658.13,-124.13, 41.12,-21.77,-4.00, 9.70,0.00e+00,5.38e+02
2014,02,13,17,48,38.54,1627.26,-709.96,-101.22, 40.87,-23.57,-3.26, 9.58,0.00e+00,5.35e+02
2014,02,13,17,48,39.79,1626.52,-711.74,-100.42, 40.87,-23.63,-3.24, 9.57,8.15e+02,5.89e+02
2014,02,13,17,48,41.04,1625.78,-713.53,-99.63, 40.86,-23.70,-3.21, 9.57,0.00e+00,5.12e+02
2014,02,13,17,48,59.79,1614.38,-740.18,-87.64, 40.74,-24.63,-2.83, 9.51,0.00e+00,5.59e+02
2014,02,13,17,49,35.78,1591.12,-790.68,-64.57, 40.52,-26.42,-2.08, 9.39,2.86e+01,5.79e+02
2014,02,13,17,49,37.03,1590.27,-792.42,-63.77, 40.51,-26.49,-2.06, 9.39,0.00e+00,5.60e+02
2014,02,13,17,49,38.28,1589.43,-794.16,-62.97, 40.50,-26.55,-2.03, 9.38,1.73e+02,5.85e+02
2014,02,13,17,49,57.03,1576.53,-820.09,-50.92, 40.40,-27.48,-1.64, 9.32,0.00e+00,5.66e+02
2014,02,13,17,50,33.02,1550.40,-869.14,-27.74, 40.21,-29.27,-0.89, 9.20,0.00e+00,5.24e+02
2014,02,13,17,50,34.27,1549.46,-870.82,-26.94, 40.21,-29.34,-0.87, 9.20,0.00e+00,5.81e+02
2014,02,13,17,50,35.52,1548.52,-872.51,-26.13, 40.20,-29.40,-0.84, 9.19,1.64e+02,6.09e+02
2014,02,13,17,50,54.27,1534.14,-897.64,-14.04, 40.11,-30.33,-0.45, 9.13,6.54e+02,6.11e+02
2014,02,13,17,51,30.27,1505.22,-945.11,  9.17, 39.95,-32.12, 0.30, 9.01,0.00e+00,5.65e+02
2014,02,13,17,51,31.52,1504.18,-946.74,  9.98, 39.95,-32.19, 0.32, 9.01,0.00e+00,5.58e+02
2014,02,13,17,51,32.77,1503.14,-948.36, 10.79, 39.94,-32.25, 0.35, 9.00,0.00e+00,5.42e+02
2014,02,13,17,51,51.52,1487.34,-972.62, 22.88, 39.87,-33.18, 0.74, 8.94,0.00e+00,5.62e+02
2014,02,13,17,52,27.51,1455.71,-1018.34, 46.06, 39.75,-34.97, 1.49, 8.83,7.43e+01,5.83e+02
2014,02,13,17,52,28.76,1454.58,-1019.91, 46.86, 39.74,-35.04, 1.51, 8.82,6.65e+02,6.15e+02
2014,02,13,17,52,30.01,1453.45,-1021.48, 47.67, 39.74,-35.10, 1.54, 8.82,7.99e+02,6.21e+02
2014,02,13,17,52,48.76,1436.26,-1044.80, 59.72, 39.68,-36.03, 1.93, 8.76,0.00e+00,5.54e+02
2014,02,13,17,53,24.76,1402.01,-1088.66, 82.82, 39.59,-37.83, 2.67, 8.64,0.00e+00,5.84e+02
2014,02,13,17,53,26.01,1400.79,-1090.16, 83.62, 39.58,-37.89, 2.70, 8.63,0.00e+00,5.91e+02
2014,02,13,17,53,27.26,1399.57,-1091.66, 84.42, 39.58,-37.95, 2.72, 8.63,0.00e+00,5.84e+02
2014,02,13,17,53,46.01,1381.04,-1113.97, 96.41, 39.54,-38.89, 3.11, 8.57,1.10e+03,6.49e+02
2014,02,13,17,54,22.00,1344.28,-1155.83,119.33, 39.48,-40.69, 3.85, 8.45,4.99e+02,6.21e+02
2014,02,13,17,54,23.25,1342.98,-1157.26,120.13, 39.47,-40.75, 3.88, 8.44,0.00e+00,5.82e+02
2014,02,13,17,54,24.50,1341.67,-1158.69,120.92, 39.47,-40.81, 3.90, 8.44,4.40e+02,6.17e+02
2014,02,13,17,54,43.25,1321.86,-1179.93,132.81, 39.45,-41.75, 4.29, 8.38,1.60e+02,6.12e+02
2014,02,13,17,55,19.25,1282.68,-1219.69,155.51, 39.42,-43.56, 5.02, 8.26,7.53e+02,6.30e+02
2014,02,13,17,55,20.50,1281.29,-1221.04,156.30, 39.42,-43.62, 5.05, 8.26,8.24e+02,6.33e+02
2014,02,13,17,55,21.75,1279.90,-1222.40,157.08, 39.42,-43.68, 5.07, 8.25,0.00e+00,5.54e+02
2014,02,13,17,55,40.50,1258.86,-1242.50,168.83, 39.41,-44.63, 5.45, 8.19,3.72e+01,5.99e+02
2014,02,13,17,56,16.49,1217.39,-1280.02,191.24, 39.41,-46.44, 6.18, 8.07,7.88e+02,6.37e+02
2014,02,13,17,56,17.74,1215.93,-1281.29,192.01, 39.41,-46.50, 6.20, 8.07,5.29e+02,6.23e+02
2014,02,13,17,56,18.99,1214.46,-1282.57,192.78, 39.41,-46.56, 6.23, 8.06,0.00e+00,5.61e+02
2014,02,13,17,56,37.74,1192.25,-1301.48,204.37, 39.42,-47.51, 6.60, 8.00,0.00e+00,5.52e+02
2014,02,13,17,57,13.73,1148.60,-1336.66,226.41, 39.45,-49.33, 7.32, 7.88,7.04e+02,6.01e+02
2014,02,13,17,57,14.98,1147.06,-1337.85,227.18, 39.45,-49.39, 7.35, 7.88,0.00e+00,5.52e+02
2014,02,13,17,57,16.23,1145.52,-1339.05,227.94, 39.46,-49.45, 7.37, 7.87,1.31e+03,6.32e+02
2014,02,13,17,57,34.98,1122.21,-1356.72,239.31, 39.48,-50.40, 7.74, 7.81,2.21e+02,6.21e+02
2014,02,13,17,58,10.98,1076.49,-1389.46,260.95, 39.55,-52.23, 8.44, 7.69,0.00e+00,5.58e+02
