Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,04,12,21,14,17.78,-1457.52,-909.02,406.32, 27.76,-148.05,13.31, 0.50,0.00e+00,   NaN
2014,04,12,21,14,19.03,-1458.72,-907.43,405.70, 27.79,-148.12,13.29, 0.49,0.00e+00,   NaN
2014,04,12,21,14,20.28,-1459.92,-905.84,405.07, 27.82,-148.18,13.27, 0.49,0.00e+00,   NaN
2014,04,12,21,14,39.03,-1477.71,-881.82,395.59, 28.31,-149.17,12.95, 0.42,0.00e+00,   NaN
2014,04,12,21,15,15.03,-1510.56,-834.92,377.04, 29.24,-151.07,12.32, 0.30,0.00e+00,   NaN
2014,04,12,21,15,16.28,-1511.67,-833.27,376.38, 29.27,-151.14,12.30, 0.29,0.00e+00,   NaN
2014,04,12,21,15,17.53,-1512.77,-831.62,375.73, 29.31,-151.20,12.28, 0.29,0.00e+00,   NaN
2014,04,12,21,15,36.28,-1529.12,-806.77,365.88, 29.79,-152.18,11.95, 0.22,6.61e+03,6.55e+02
2014,04,12,21,16,12.27,-1559.16,-758.37,346.65, 30.73,-154.06,11.31, 0.10,7.02e+03,6.75e+02
2014,04,12,21,16,13.52,-1560.17,-756.67,345.97, 30.76,-154.13,11.28, 0.09,6.17e+03,6.35e+02
2014,04,12,21,16,14.77,-1561.18,-754.98,345.30, 30.79,-154.19,11.26, 0.09,7.03e+03,6.75e+02
2014,04,12,21,16,33.52,-1576.05,-729.38,335.11, 31.28,-155.17,10.92, 0.03,7.34e+03,6.90e+02
2014,04,12,21,17,9.52,-1603.22,-679.60,315.25, 32.21,-157.03,10.26,23.90,5.95e+03,6.29e+02
2014,04,12,21,17,10.77,-1604.13,-677.85,314.55, 32.25,-157.09,10.24,23.90,4.84e+03,5.73e+02
2014,04,12,21,17,12.02,-1605.03,-676.11,313.86, 32.28,-157.16,10.22,23.89,6.25e+03,6.44e+02
2014,04,12,21,17,30.77,-1618.38,-649.84,303.36, 32.76,-158.12, 9.87,23.83,6.90e+03,6.74e+02
2014,04,12,21,18,6.76,-1642.59,-598.85,282.94, 33.70,-159.97, 9.19,23.71,6.37e+03,6.51e+02
2014,04,12,21,18,8.01,-1643.40,-597.07,282.22, 33.73,-160.03, 9.17,23.70,5.01e+03,5.83e+02
2014,04,12,21,18,9.26,-1644.20,-595.28,281.51, 33.76,-160.10, 9.15,23.70,5.50e+03,6.09e+02
2014,04,12,21,18,28.01,-1656.00,-568.42,270.73, 34.24,-161.06, 8.79,23.63,5.61e+03,6.18e+02
2014,04,12,21,19,4.01,-1677.20,-516.35,249.80, 35.17,-162.89, 8.10,23.51,4.66e+03,5.68e+02
2014,04,12,21,19,5.26,-1677.90,-514.53,249.07, 35.20,-162.95, 8.08,23.51,5.47e+03,6.10e+02
2014,04,12,21,19,6.51,-1678.60,-512.71,248.34, 35.23,-163.02, 8.05,23.50,4.10e+03,5.37e+02
2014,04,12,21,19,25.26,-1688.81,-485.33,237.31, 35.71,-163.97, 7.69,23.44,5.99e+03,6.37e+02
2014,04,12,21,20,1.25,-1706.93,-432.36,215.95, 36.63,-165.79, 6.99,23.32,4.95e+03,5.85e+02
2014,04,12,21,20,2.50,-1707.52,-430.51,215.20, 36.66,-165.85, 6.97,23.32,3.82e+03,5.21e+02
2014,04,12,21,20,3.75,-1708.12,-428.66,214.45, 36.69,-165.91, 6.94,23.31,5.40e+03,6.08e+02
2014,04,12,21,20,22.50,-1716.71,-400.85,203.21, 37.16,-166.86, 6.58,23.25,4.71e+03,5.72e+02
2014,04,12,21,20,58.49,-1731.72,-347.12,181.47, 38.07,-168.67, 5.87,23.13,4.97e+03,5.88e+02
2014,04,12,21,20,59.74,-1732.21,-345.24,180.71, 38.10,-168.73, 5.84,23.12,4.65e+03,5.71e+02
2014,04,12,21,21,0.99,-1732.69,-343.37,179.95, 38.13,-168.79, 5.82,23.12,4.84e+03,5.82e+02
2014,04,12,21,21,19.74,-1739.65,-315.20,168.53, 38.59,-169.73, 5.45,23.06,4.03e+03,5.36e+02
2014,04,12,21,21,55.74,-1751.52,-260.86,146.46, 39.48,-171.53, 4.73,22.94,4.81e+03,5.82e+02
2014,04,12,21,21,56.99,-1751.89,-258.97,145.69, 39.51,-171.59, 4.70,22.93,2.96e+03,4.71e+02
2014,04,12,21,21,58.24,-1752.26,-257.07,144.92, 39.54,-171.65, 4.68,22.93,4.23e+03,5.50e+02
2014,04,12,21,22,16.99,-1757.58,-228.64,133.35, 40.00,-172.59, 4.30,22.87,3.54e+03,5.09e+02
2014,04,12,21,22,52.98,-1766.26,-173.87,111.04, 40.87,-174.38, 3.58,22.75,3.68e+03,5.19e+02
2014,04,12,21,22,54.23,-1766.53,-171.96,110.26, 40.90,-174.44, 3.55,22.74,2.85e+03,4.65e+02
2014,04,12,21,22,55.48,-1766.79,-170.05,109.48, 40.93,-174.50, 3.53,22.74,3.49e+03,5.07e+02
2014,04,12,21,23,14.23,-1770.45,-141.43, 97.80, 41.38,-175.43, 3.15,22.68,2.79e+03,4.62e+02
2014,04,12,21,23,50.23,-1775.93,-86.36, 75.29, 42.23,-177.22, 2.42,22.56,3.66e+03,5.17e+02
2014,04,12,21,23,51.48,-1776.09,-84.44, 74.51, 42.26,-177.28, 2.40,22.56,2.89e+03,4.67e+02
2014,04,12,21,23,52.73,-1776.24,-82.53, 73.72, 42.28,-177.34, 2.37,22.55,4.37e+03,5.59e+02
2014,04,12,21,24,11.48,-1778.23,-53.80, 61.96, 42.72,-178.27, 1.99,22.49,4.63e+03,5.74e+02
2014,04,12,21,24,47.47,-1780.52,  1.38, 39.34, 43.55,179.96, 1.27,22.37,3.84e+03,5.33e+02
2014,04,12,21,24,48.72,-1780.56,  3.30, 38.55, 43.58,179.89, 1.24,22.37,1.58e+03,3.74e+02
2014,04,12,21,24,49.97,-1780.60,  5.22, 37.76, 43.61,179.83, 1.21,22.36,3.65e+03,5.22e+02
2014,04,12,21,25,8.72,-1780.92, 33.97, 25.95, 44.03,178.91, 0.83,22.30,3.96e+03,5.44e+02
2014,04,12,21,25,44.72,-1780.01, 89.13,  3.26, 44.84,177.13, 0.10,22.18,3.34e+03,5.04e+02
2014,04,12,21,25,45.97,-1779.94, 91.05,  2.47, 44.87,177.07, 0.08,22.18,3.28e+03,4.99e+02
2014,04,12,21,25,47.22,-1779.87, 92.96,  1.69, 44.89,177.01, 0.05,22.18,3.21e+03,4.95e+02
