Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,01,18,07,37,51.53,1407.86,-964.49,-481.71, 35.83,-34.41,-15.76,11.42,0.00e+00,   NaN
2014,01,18,07,37,52.78,1406.84,-966.23,-481.11, 35.81,-34.48,-15.74,11.42,0.00e+00,   NaN
2014,01,18,07,38,11.53,1391.40,-992.18,-472.01, 35.51,-35.49,-15.44,11.35,0.00e+00,   NaN
2014,01,18,07,38,12.78,1390.35,-993.90,-471.40, 35.49,-35.56,-15.42,11.35,0.00e+00,   NaN
2014,01,18,07,38,31.52,1374.46,-1019.51,-462.15, 35.20,-36.57,-15.11,11.28,2.14e+01,5.90e+02
2014,01,18,07,38,32.77,1373.38,-1021.20,-461.53, 35.18,-36.63,-15.09,11.28,5.42e+02,6.16e+02
2014,01,18,07,38,51.52,1357.02,-1046.48,-452.12, 34.90,-37.64,-14.78,11.21,3.86e+01,5.79e+02
2014,01,18,07,38,52.77,1355.92,-1048.16,-451.49, 34.88,-37.70,-14.76,11.20,0.00e+00,5.18e+02
2014,01,18,07,39,11.52,1339.11,-1073.09,-441.93, 34.61,-38.71,-14.44,11.14,0.00e+00,5.45e+02
2014,01,18,07,39,12.77,1337.97,-1074.74,-441.29, 34.60,-38.77,-14.42,11.13,0.00e+00,5.85e+02
2014,01,18,07,39,31.52,1320.72,-1099.32,-431.58, 34.34,-39.77,-14.10,11.07,0.00e+00,5.78e+02
2014,01,18,07,39,32.77,1319.55,-1100.95,-430.93, 34.32,-39.84,-14.08,11.06,2.72e+02,6.00e+02
2014,01,18,07,39,51.52,1301.86,-1125.16,-421.09, 34.08,-40.84,-13.75,10.99,0.00e+00,5.83e+02
2014,01,18,07,39,52.77,1300.66,-1126.76,-420.42, 34.06,-40.90,-13.73,10.99,0.00e+00,5.82e+02
2014,01,18,07,40,11.52,1282.54,-1150.60,-410.44, 33.82,-41.90,-13.40,10.92,0.00e+00,5.88e+02
2014,01,18,07,40,12.77,1281.31,-1152.17,-409.77, 33.81,-41.96,-13.38,10.92,0.00e+00,5.61e+02
2014,01,18,07,40,31.51,1262.77,-1175.62,-399.65, 33.58,-42.95,-13.04,10.85,0.00e+00,5.85e+02
2014,01,18,07,40,32.76,1261.52,-1177.17,-398.98, 33.57,-43.02,-13.02,10.85,0.00e+00,5.64e+02
2014,01,18,07,40,51.51,1242.55,-1200.23,-388.72, 33.36,-44.01,-12.68,10.78,0.00e+00,5.63e+02
2014,01,18,07,40,52.76,1241.27,-1201.75,-388.03, 33.34,-44.07,-12.66,10.78,0.00e+00,5.61e+02
2014,01,18,07,41,11.51,1221.88,-1224.42,-377.65, 33.14,-45.06,-12.32,10.71,0.00e+00,5.72e+02
2014,01,18,07,41,12.76,1220.57,-1225.92,-376.96, 33.13,-45.13,-12.29,10.71,0.00e+00,5.52e+02
2014,01,18,07,41,31.51,1200.78,-1248.17,-366.45, 32.94,-46.11,-11.95,10.64,2.87e+02,6.26e+02
2014,01,18,07,41,32.76,1199.45,-1249.64,-365.74, 32.92,-46.17,-11.92,10.64,0.00e+00,5.85e+02
2014,01,18,07,41,51.51,1179.25,-1271.48,-355.12, 32.74,-47.16,-11.57,10.57,0.00e+00,5.84e+02
2014,01,18,07,41,52.76,1177.89,-1272.92,-354.40, 32.73,-47.22,-11.55,10.57,0.00e+00,5.78e+02
2014,01,18,07,42,11.51,1157.31,-1294.34,-343.66, 32.56,-48.20,-11.20,10.50,0.00e+00,6.05e+02
2014,01,18,07,42,12.76,1155.92,-1295.75,-342.94, 32.55,-48.26,-11.17,10.50,4.78e+02,6.54e+02
2014,01,18,07,42,31.50,1134.96,-1316.72,-332.08, 32.40,-49.24,-10.82,10.43,0.00e+00,5.42e+02
2014,01,18,07,42,32.75,1133.55,-1318.11,-331.36, 32.39,-49.31,-10.79,10.43,0.00e+00,5.81e+02
2014,01,18,07,42,51.50,1112.20,-1338.65,-320.39, 32.24,-50.28,-10.43,10.37,0.00e+00,5.56e+02
2014,01,18,07,42,52.75,1110.76,-1340.01,-319.65, 32.23,-50.34,-10.41,10.36,0.00e+00,5.70e+02
2014,01,18,07,43,11.50,1089.04,-1360.11,-308.58, 32.10,-51.32,-10.04,10.30,0.00e+00,5.85e+02
2014,01,18,07,43,12.75,1087.58,-1361.43,-307.83, 32.09,-51.38,-10.02,10.29,0.00e+00,6.30e+02
2014,01,18,07,43,31.49,1065.51,-1381.06,-296.66, 31.97,-52.35,-9.65,10.23,0.00e+00,5.84e+02
2014,01,18,07,43,32.74,1064.02,-1382.36,-295.91, 31.96,-52.41,-9.63,10.22,0.00e+00,6.00e+02
2014,01,18,07,43,51.49,1041.58,-1401.54,-284.64, 31.85,-53.38,-9.26,10.16,0.00e+00,6.36e+02
2014,01,18,07,43,52.74,1040.08,-1402.81,-283.88, 31.84,-53.45,-9.23,10.15,2.51e+02,6.50e+02
2014,01,18,07,44,11.49,1017.29,-1421.52,-272.51, 31.74,-54.41,-8.86,10.09,0.00e+00,5.67e+02
2014,01,18,07,44,12.74,1015.76,-1422.75,-271.75, 31.73,-54.48,-8.84,10.09,0.00e+00,5.33e+02
2014,01,18,07,44,31.49,992.63,-1440.99,-260.29, 31.65,-55.44,-8.46,10.02,0.00e+00,6.14e+02
2014,01,18,07,44,32.74,991.08,-1442.19,-259.53, 31.64,-55.50,-8.44,10.02,0.00e+00,6.22e+02
2014,01,18,07,44,51.49,967.62,-1459.95,-247.98, 31.57,-56.46,-8.06, 9.95,0.00e+00,6.09e+02
2014,01,18,07,44,52.74,966.04,-1461.12,-247.21, 31.56,-56.53,-8.03, 9.95,0.00e+00,5.78e+02
2014,01,18,07,45,11.49,942.26,-1478.39,-235.58, 31.50,-57.49,-7.65, 9.89,0.00e+00,6.00e+02
2014,01,18,07,45,12.74,940.67,-1479.53,-234.80, 31.49,-57.55,-7.63, 9.88,2.77e+02,6.43e+02
2014,01,18,07,45,31.48,916.58,-1496.30,-223.10, 31.44,-58.51,-7.25, 9.82,0.00e+00,6.34e+02
2014,01,18,07,45,32.73,914.97,-1497.40,-222.32, 31.44,-58.57,-7.22, 9.81,0.00e+00,6.26e+02
2014,01,18,07,45,51.48,890.57,-1513.68,-210.54, 31.40,-59.53,-6.84, 9.75,0.00e+00,5.80e+02
2014,01,18,07,45,52.73,888.93,-1514.74,-209.75, 31.40,-59.59,-6.81, 9.75,0.00e+00,6.04e+02
2014,01,18,07,46,11.48,864.23,-1530.52,-197.90, 31.37,-60.55,-6.42, 9.68,5.91e+02,6.55e+02
2014,01,18,07,46,12.73,862.57,-1531.55,-197.11, 31.37,-60.61,-6.40, 9.68,0.00e+00,6.06e+02
2014,01,18,07,46,31.47,837.60,-1546.80,-185.20, 31.35,-61.56,-6.01, 9.62,0.00e+00,5.85e+02
2014,01,18,07,46,32.72,835.92,-1547.80,-184.40, 31.35,-61.63,-5.98, 9.61,0.00e+00,6.00e+02
2014,01,18,07,46,51.47,810.66,-1562.55,-172.42, 31.34,-62.58,-5.59, 9.55,0.00e+00,5.95e+02
2014,01,18,07,46,52.72,808.97,-1563.52,-171.62, 31.34,-62.64,-5.57, 9.55,0.00e+00,6.14e+02
2014,01,18,07,47,11.47,783.43,-1577.74,-159.59, 31.35,-63.59,-5.18, 9.48,0.00e+00,6.22e+02
2014,01,18,07,47,12.72,781.72,-1578.67,-158.78, 31.35,-63.66,-5.15, 9.48,1.85e+02,6.43e+02
2014,01,18,07,47,31.47,755.92,-1592.37,-146.70, 31.37,-64.61,-4.76, 9.42,0.00e+00,5.73e+02
2014,01,18,07,47,32.72,754.19,-1593.26,-145.89, 31.38,-64.67,-4.73, 9.41,0.00e+00,6.22e+02
2014,01,18,07,47,51.47,728.14,-1606.43,-133.75, 31.41,-65.62,-4.34, 9.35,0.00e+00,5.86e+02
