Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,01,14,15,58,10.70,1689.83,280.34,-488.95, 43.94, 9.42,-15.93,11.39,0.00e+00,   NaN
2014,01,14,15,58,11.95,1690.30,278.38,-488.37, 43.93, 9.35,-15.91,11.39,0.00e+00,   NaN
2014,01,14,15,58,30.70,1697.06,249.05,-479.69, 43.65, 8.35,-15.62,11.32,0.00e+00,   NaN
2014,01,14,15,58,31.95,1697.49,247.09,-479.11, 43.63, 8.28,-15.61,11.32,0.00e+00,   NaN
2014,01,14,15,58,50.69,1703.69,217.69,-470.27, 43.36, 7.28,-15.31,11.25,2.50e+02,5.72e+02
2014,01,14,15,58,51.94,1704.08,215.72,-469.68, 43.34, 7.21,-15.29,11.24,0.00e+00,5.16e+02
2014,01,14,15,59,10.69,1709.73,186.24,-460.69, 43.07, 6.22,-15.00,11.18,0.00e+00,5.36e+02
2014,01,14,15,59,11.94,1710.08,184.27,-460.08, 43.05, 6.15,-14.98,11.17,5.19e+02,5.97e+02
2014,01,14,15,59,30.69,1715.17,154.72,-450.94, 42.79, 5.15,-14.67,11.11,0.00e+00,5.40e+02
2014,01,14,15,59,31.94,1715.49,152.75,-450.33, 42.77, 5.09,-14.65,11.10,2.10e+02,5.71e+02
2014,01,14,15,59,50.68,1720.01,123.16,-441.05, 42.52, 4.10,-14.35,11.04,0.00e+00,5.31e+02
2014,01,14,15,59,51.93,1720.29,121.19,-440.42, 42.50, 4.03,-14.33,11.03,0.00e+00,5.20e+02
2014,01,14,16,00,10.68,1724.24, 91.55,-430.99, 42.25, 3.04,-14.02,10.97,0.00e+00,5.46e+02
2014,01,14,16,00,11.93,1724.49, 89.57,-430.36, 42.23, 2.97,-13.99,10.96,0.00e+00,5.41e+02
2014,01,14,16,00,30.68,1727.88, 59.90,-420.78, 41.99, 1.99,-13.68,10.90,7.15e+02,5.75e+02
