Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,01,11,14,47,0.37,-693.99,-1539.79,611.55, 58.86,-114.26,19.90, 0.69,0.00e+00,5.47e+00
2014,01,11,14,47,1.62,-695.91,-1539.07,611.23, 58.88,-114.33,19.89, 0.69,0.00e+00,5.48e+00
2014,01,11,14,47,20.37,-724.56,-1528.13,606.30, 59.20,-115.37,19.72, 0.62,0.00e+00,5.56e+00
2014,01,11,14,47,21.62,-726.47,-1527.39,605.96, 59.22,-115.44,19.71, 0.61,1.76e+01,1.55e+01
2014,01,11,14,47,40.36,-754.87,-1515.97,600.84, 59.54,-116.47,19.53, 0.54,0.00e+00,5.65e+00
2014,01,11,14,47,41.61,-756.76,-1515.19,600.49, 59.56,-116.54,19.52, 0.54,1.75e+01,1.56e+01
2014,01,11,14,48,0.36,-784.94,-1503.28,595.17, 59.88,-117.57,19.34, 0.47,0.00e+00,5.73e+00
2014,01,11,14,48,1.61,-786.81,-1502.47,594.81, 59.90,-117.64,19.33, 0.46,0.00e+00,5.74e+00
2014,01,11,14,48,20.36,-814.74,-1490.08,589.30, 60.21,-118.67,19.14, 0.40,0.00e+00,5.82e+00
2014,01,11,14,48,21.61,-816.59,-1489.24,588.93, 60.23,-118.74,19.12, 0.39,0.00e+00,5.82e+00
2014,01,11,14,48,40.36,-844.26,-1476.37,583.24, 60.55,-119.76,18.93, 0.32,0.00e+00,5.90e+00
2014,01,11,14,48,41.61,-846.10,-1475.50,582.85, 60.57,-119.83,18.92, 0.32,0.00e+00,5.90e+00
2014,01,11,14,49,0.36,-873.50,-1462.17,576.98, 60.89,-120.85,18.71, 0.25,0.00e+00,5.98e+00
2014,01,11,14,49,1.61,-875.32,-1461.26,576.58, 60.91,-120.92,18.70, 0.24,6.69e+00,1.18e+01
2014,01,11,14,49,20.36,-902.44,-1447.46,570.52, 61.22,-121.94,18.49, 0.18,0.00e+00,6.06e+00
2014,01,11,14,49,21.61,-904.24,-1446.53,570.11, 61.24,-122.01,18.48, 0.17,0.00e+00,6.07e+00
2014,01,11,14,49,40.35,-931.07,-1432.28,563.87, 61.56,-123.03,18.27, 0.10,0.00e+00,6.14e+00
2014,01,11,14,49,41.60,-932.85,-1431.31,563.45, 61.58,-123.09,18.25, 0.10,0.00e+00,6.15e+00
2014,01,11,14,50,0.35,-959.39,-1416.60,557.03, 61.89,-124.11,18.03, 0.03,0.00e+00,6.22e+00
2014,01,11,14,50,1.60,-961.15,-1415.60,556.60, 61.92,-124.18,18.02, 0.03,1.69e+01,1.58e+01
2014,01,11,14,50,20.35,-987.39,-1400.44,550.00, 62.23,-125.19,17.80,23.96,0.00e+00,6.30e+00
2014,01,11,14,50,21.60,-989.12,-1399.41,549.56, 62.25,-125.25,17.78,23.95,6.34e+00,1.20e+01
2014,01,11,14,50,40.35,-1015.05,-1383.81,542.79, 62.56,-126.26,17.55,23.89,6.25e+00,1.21e+01
2014,01,11,14,50,41.60,-1016.77,-1382.75,542.33, 62.58,-126.33,17.54,23.88,6.25e+00,1.21e+01
2014,01,11,14,51,0.35,-1042.37,-1366.70,535.39, 62.89,-127.33,17.30,23.81,0.00e+00,6.46e+00
2014,01,11,14,51,1.60,-1044.06,-1365.62,534.93, 62.92,-127.40,17.29,23.81,0.00e+00,6.47e+00
2014,01,11,14,51,20.35,-1069.34,-1349.14,527.82, 63.23,-128.40,17.05,23.74,6.08e+00,1.22e+01
2014,01,11,14,51,21.60,-1071.01,-1348.03,527.34, 63.25,-128.47,17.03,23.74,0.00e+00,6.54e+00
2014,01,11,14,51,40.34,-1095.93,-1331.13,520.07, 63.56,-129.46,16.78,23.67,0.00e+00,6.62e+00
2014,01,11,14,51,41.59,-1097.58,-1329.99,519.58, 63.58,-129.53,16.77,23.67,0.00e+00,6.62e+00
2014,01,11,14,52,0.34,-1122.17,-1312.66,512.14, 63.88,-130.53,16.52,23.60,5.90e+00,1.23e+01
2014,01,11,14,52,1.59,-1123.80,-1311.49,511.64, 63.91,-130.59,16.50,23.60,0.00e+00,6.70e+00
2014,01,11,14,52,20.34,-1148.03,-1293.75,504.04, 64.21,-131.58,16.25,23.53,0.00e+00,6.77e+00
2014,01,11,14,52,21.59,-1149.63,-1292.55,503.53, 64.23,-131.65,16.23,23.52,0.00e+00,6.77e+00
2014,01,11,14,52,40.33,-1173.49,-1274.41,495.77, 64.54,-132.64,15.97,23.46,2.65e+01,1.91e+01
2014,01,11,14,52,41.58,-1175.07,-1273.18,495.25, 64.56,-132.71,15.95,23.45,0.00e+00,6.85e+00
2014,01,11,14,53,0.33,-1198.56,-1254.63,487.34, 64.86,-133.69,15.69,23.39,0.00e+00,6.92e+00
2014,01,11,14,53,1.58,-1200.12,-1253.38,486.80, 64.88,-133.76,15.67,23.38,1.62e+01,1.62e+01
2014,01,11,14,53,20.33,-1223.24,-1234.43,478.74, 65.18,-134.74,15.40,23.32,0.00e+00,7.00e+00
2014,01,11,14,53,21.58,-1224.77,-1233.15,478.19, 65.20,-134.80,15.38,23.31,0.00e+00,7.00e+00
2014,01,11,14,53,40.33,-1247.50,-1213.81,469.98, 65.50,-135.78,15.11,23.25,0.00e+00,7.07e+00
