Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,02,20,12,20,59.52,303.27,-1731.40,-377.06, 60.35,-80.06,-12.11,11.29,0.00e+00,   NaN
2014,02,20,12,21,0.78,301.37,-1731.86,-376.36, 60.32,-80.13,-12.08,11.29,0.00e+00,   NaN
2014,02,20,12,21,2.02,299.46,-1732.31,-375.67, 60.29,-80.19,-12.06,11.29,0.00e+00,   NaN
2014,02,20,12,21,20.77,270.79,-1738.81,-365.20, 59.86,-81.15,-11.72,11.22,0.00e+00,   NaN
2014,02,20,12,21,56.77,215.53,-1749.83,-344.81, 59.06,-82.98,-11.07,11.10,0.00e+00,   NaN
2014,02,20,12,21,58.02,213.61,-1750.18,-344.10, 59.03,-83.04,-11.04,11.10,0.00e+00,   NaN
2014,02,20,12,21,59.27,211.68,-1750.53,-343.38, 59.00,-83.11,-11.02,11.09,0.00e+00,   NaN
2014,02,20,12,22,18.02,182.79,-1755.44,-332.60, 58.59,-84.06,-10.67,11.03,1.65e+02,4.66e+02
2014,02,20,12,22,54.02,127.17,-1763.39,-311.61, 57.82,-85.88,-10.00,10.91,1.93e+01,4.69e+02
2014,02,20,12,22,55.27,125.23,-1763.63,-310.87, 57.79,-85.94,-9.97,10.90,6.62e+02,5.11e+02
2014,02,20,12,22,56.52,123.30,-1763.87,-310.14, 57.77,-86.00,-9.95,10.90,0.00e+00,4.42e+02
2014,02,20,12,23,15.27, 94.27,-1767.17,-299.06, 57.38,-86.95,-9.59,10.84,0.00e+00,4.44e+02
2014,02,20,12,23,51.26, 38.47,-1772.03,-277.54, 56.64,-88.76,-8.90,10.72,0.00e+00,4.44e+02
2014,02,20,12,23,52.51, 36.53,-1772.16,-276.79, 56.62,-88.82,-8.88,10.71,7.31e+02,5.26e+02
2014,02,20,12,23,53.76, 34.59,-1772.29,-276.03, 56.59,-88.88,-8.85,10.71,0.00e+00,4.26e+02
2014,02,20,12,24,12.51,  5.50,-1773.97,-264.69, 56.22,-89.82,-8.49,10.64,6.41e+02,4.92e+02
2014,02,20,12,24,48.51,-50.35,-1775.71,-242.69, 55.52,-91.62,-7.78,10.52,2.31e+02,4.95e+02
2014,02,20,12,24,49.76,-52.29,-1775.73,-241.92, 55.50,-91.69,-7.75,10.52,0.00e+00,3.97e+02
2014,02,20,12,24,51.01,-54.23,-1775.76,-241.15, 55.48,-91.75,-7.73,10.52,0.00e+00,4.38e+02
2014,02,20,12,25,9.76,-83.30,-1775.81,-229.58, 55.13,-92.69,-7.36,10.45,0.00e+00,4.28e+02
2014,02,20,12,25,45.74,-139.02,-1774.42,-207.17, 54.47,-94.48,-6.64,10.34,0.00e+00,4.58e+02
2014,02,20,12,25,46.99,-140.95,-1774.34,-206.39, 54.45,-94.54,-6.61,10.33,0.00e+00,4.63e+02
2014,02,20,12,25,48.24,-142.88,-1774.25,-205.61, 54.43,-94.60,-6.59,10.33,0.00e+00,4.44e+02
2014,02,20,12,26,7.00,-171.85,-1772.67,-193.83, 54.10,-95.54,-6.21,10.27,0.00e+00,4.63e+02
2014,02,20,12,26,42.98,-227.30,-1768.15,-171.07, 53.49,-97.33,-5.48,10.15,0.00e+00,4.77e+02
2014,02,20,12,26,44.23,-229.22,-1767.96,-170.27, 53.47,-97.39,-5.46,10.14,0.00e+00,4.53e+02
2014,02,20,12,26,45.48,-231.14,-1767.76,-169.48, 53.45,-97.45,-5.43,10.14,1.40e+02,4.97e+02
2014,02,20,12,27,4.24,-259.92,-1764.56,-157.54, 53.14,-98.38,-5.05,10.08,0.00e+00,4.77e+02
2014,02,20,12,27,40.23,-314.95,-1756.91,-134.48, 52.58,-100.16,-4.31, 9.96,0.00e+00,4.53e+02
